"file","caption","category","png_time"
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_flt3mkt0_page1.png","length comps, whole catch, 3_CA_SouthOf4010_Rec_PC (plot 1 of 3)","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_flt3mkt0_page2.png","length comps, whole catch, 3_CA_SouthOf4010_Rec_PC (plot 2 of 3)","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_flt3mkt0_page3.png","length comps, whole catch, 3_CA_SouthOf4010_Rec_PC (plot 3 of 3)","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_residsflt3mkt0_page3.png","Pearson residuals, whole catch, 3_CA_SouthOf4010_Rec_PC (max=4.59) (plot 3 of 3) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/comp_lenfit_sampsize_flt3mkt0.png","N-EffN comparison, length comps, whole catch, 3_CA_SouthOf4010_Rec_PC","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_data_weighting_TA1.8_3_CA_SouthOf4010_Rec_PC.png","Francis data weighting method TA1.8 3_CA_SouthOf4010_Rec_PC <br> Suggested sample size adjustment (with 95% interval) for len data from 3_CA_SouthOf4010_Rec_PC:<br>0.7941 (0.5828-1.3057)","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_flt4mkt0_page1.png","length comps, whole catch, 4_CA_SouthOf4010_Rec_PR (plot 1 of 2)","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_flt4mkt0_page2.png","length comps, whole catch, 4_CA_SouthOf4010_Rec_PR (plot 2 of 2)","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_residsflt4mkt0_page2.png","Pearson residuals, whole catch, 4_CA_SouthOf4010_Rec_PR (max=4.56) (plot 2 of 2) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/comp_lenfit_sampsize_flt4mkt0.png","N-EffN comparison, length comps, whole catch, 4_CA_SouthOf4010_Rec_PR","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_data_weighting_TA1.8_4_CA_SouthOf4010_Rec_PR.png","Francis data weighting method TA1.8 4_CA_SouthOf4010_Rec_PR <br> Suggested sample size adjustment (with 95% interval) for len data from 4_CA_SouthOf4010_Rec_PR:<br>0.9705 (0.5987-2.1555)","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_flt5mkt0.png","length comps, whole catch, 5_CA_SouthOf4010_Rec_PC_DWV_index","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_residsflt5mkt0.png","Pearson residuals, whole catch, 5_CA_SouthOf4010_Rec_PC_DWV_index (max=3.35) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/comp_lenfit_sampsize_flt5mkt0.png","N-EffN comparison, length comps, whole catch, 5_CA_SouthOf4010_Rec_PC_DWV_index","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_data_weighting_TA1.8_5_CA_SouthOf4010_Rec_PC_DWV_index.png","Francis data weighting method TA1.8 5_CA_SouthOf4010_Rec_PC_DWV_index <br> Suggested sample size adjustment (with 95% interval) for len data from 5_CA_SouthOf4010_Rec_PC_DWV_index:<br>1.8039 (1.1744-4.9572)","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_flt7mkt0.png","length comps, whole catch, 7_CA_SouthOf4010_CCFRP_comps_only","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_residsflt7mkt0.png","Pearson residuals, whole catch, 7_CA_SouthOf4010_CCFRP_comps_only (max=5) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/comp_lenfit_sampsize_flt7mkt0.png","N-EffN comparison, length comps, whole catch, 7_CA_SouthOf4010_CCFRP_comps_only","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_lenfit_data_weighting_TA1.8_7_CA_SouthOf4010_CCFRP_comps_only.png","Francis data weighting method TA1.8 7_CA_SouthOf4010_CCFRP_comps_only <br> Suggested sample size adjustment (with 95% interval) for len data from 7_CA_SouthOf4010_CCFRP_comps_only:<br>0.961 (0.4983-13.1073)","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/comp_lenfit_mkt2_aggregated_across_time.png","length comps, retained, aggregated across time by fleet","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/comp_lenfit_mkt1_aggregated_across_time.png","length comps, discard, aggregated across time by fleet","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/comp_lenfit_mkt0_aggregated_across_time.png","length comps, whole catch, aggregated across time by fleet","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/comp_lenfit_sex1mkt2_multi-fleet_comparison.png","Note: this plot doesn't seem to be working right for some models.<br><br> Pearson residuals, sexes combined, retained, comparing across fleets <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/comp_lenfit_sex1mkt1_multi-fleet_comparison.png","Note: this plot doesn't seem to be working right for some models.<br><br> Pearson residuals, sexes combined, discard, comparing across fleets <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/comp_lenfit_sex1mkt0_multi-fleet_comparison.png","Note: this plot doesn't seem to be working right for some models.<br><br> Pearson residuals, sexes combined, whole catch, comparing across fleets <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_gstlenfit_flt3mkt0.png","ghost length comps, whole catch, 3_CA_SouthOf4010_Rec_PC","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_gstlenfit_residsflt3mkt0.png","Pearson residuals, whole catch, 3_CA_SouthOf4010_Rec_PC (max=NA) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_gstlenfit_flt4mkt0.png","ghost length comps, whole catch, 4_CA_SouthOf4010_Rec_PR","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_gstlenfit_residsflt4mkt0.png","Pearson residuals, whole catch, 4_CA_SouthOf4010_Rec_PR (max=NA) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_agefit_flt3mkt0.png","age comps, whole catch, 3_CA_SouthOf4010_Rec_PC","AgeComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_agefit_residsflt3mkt0.png","Pearson residuals, whole catch, 3_CA_SouthOf4010_Rec_PC (max=17.96) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","AgeComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/comp_agefit_sampsize_flt3mkt0.png","N-EffN comparison, age comps, whole catch, 3_CA_SouthOf4010_Rec_PC","AgeComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_agefit_data_weighting_TA1.8_3_CA_SouthOf4010_Rec_PC.png","Francis data weighting method TA1.8 3_CA_SouthOf4010_Rec_PC <br> Suggested sample size adjustment (with 95% interval) for age data from 3_CA_SouthOf4010_Rec_PC:<br>2.6477 (1.5684-10.4057)","AgeComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/comp_agefit_mkt0_aggregated_across_time.png","age comps, whole catch, aggregated across time by fleet","AgeComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/comp_agefit_sex1mkt0_multi-fleet_comparison.png","Note: this plot doesn't seem to be working right for some models.<br><br> Pearson residuals, sexes combined, whole catch, comparing across fleets <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","AgeComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_condAALfit_residsflt8mkt0.png","Pearson residuals, whole catch, 8_CA_SouthOf4010_Abrams_thesis_comps (max=10.83)","A@LComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_condAALfit_data_weighting_TA1.8_condAge8_CA_SouthOf4010_Abrams_thesis_comps.png","Francis data weighting method TA1.8 for conditional age data 8_CA_SouthOf4010_Abrams_thesis_comps <br>For more info, see<br> <blockquote>Francis, R.I.C.C. (2011). Data weighting in statistical fisheries stock assessment models. <i>Can. J. Fish. Aquat. Sci.</i> 68: 1124-1138.</blockquote>","A@LComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//comp_condAALfit_Andre_plotsflt8mkt0.png","Conditional AAL plot, whole catch, 8_CA_SouthOf4010_Abrams_thesis_comps","A@LComp",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/yield1_yield_curve.png","Yield curve","Yield",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots/yield2_Hilborn_surplus_production.png","Surplus production plot. For interpretation, see<br> <blockquote>Walters, Hilborn, and  Christensen, 2008, Surplus production dynamics in declining and recovering fish populations. <i>Can. J. Fish. Aquat. Sci.</i> 65: 2536-2551.</blockquote>","Yield",2015-06-11 00:55:25
"C:/ejdick/China rockfish 2015 3pm May 23/SS models/China_South_2015-06-11_EJ_v01_estimate_h_and_M/plots//data_plot.png","Data presence by year for each fleet","Data",2015-06-11 00:55:25
