"file","caption","category","png_time"
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_flt1mkt2.png","length comps, retained, Commercial_Dead","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_residsflt1mkt2.png","Pearson residuals, retained, Commercial_Dead (max=1.25) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_sampsize_flt1mkt2.png","N-EffN comparison, length comps, retained, Commercial_Dead","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_data_weighting_TA1.8_Commercial_Dead.png","Francis data weighting method TA1.8 Commercial_Dead <br> Suggested sample size adjustment (with 95% interval) for len data from Commercial_Dead:<br>1.0362 (0.7618-5.5049)","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_flt2mkt2.png","length comps, retained, Commercial_Live","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_residsflt2mkt2.png","Pearson residuals, retained, Commercial_Live (max=3.03) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_sampsize_flt2mkt2.png","N-EffN comparison, length comps, retained, Commercial_Live","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_data_weighting_TA1.8_Commercial_Live.png","Francis data weighting method TA1.8 Commercial_Live <br> Suggested sample size adjustment (with 95% interval) for len data from Commercial_Live:<br>1.0294 (0.5836-3.2872)","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_flt3mkt2.png","length comps, retained, Rec_Charter","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_residsflt3mkt2.png","Pearson residuals, retained, Rec_Charter (max=3.83) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_sampsize_flt3mkt2.png","N-EffN comparison, length comps, retained, Rec_Charter","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_data_weighting_TA1.8_Rec_Charter.png","Francis data weighting method TA1.8 Rec_Charter <br> Suggested sample size adjustment (with 95% interval) for len data from Rec_Charter:<br>0.8932 (0.6408-1.4443)","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_flt4mkt2.png","length comps, retained, Rec_Private","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_residsflt4mkt2.png","Pearson residuals, retained, Rec_Private (max=4.06) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_sampsize_flt4mkt2.png","N-EffN comparison, length comps, retained, Rec_Private","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_data_weighting_TA1.8_Rec_Private.png","Francis data weighting method TA1.8 Rec_Private <br> Suggested sample size adjustment (with 95% interval) for len data from Rec_Private:<br>1.0025 (0.6597-2.0329)","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_flt5mkt2.png","length comps, retained, Commercial_Discard","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_residsflt5mkt2.png","Pearson residuals, retained, Commercial_Discard (max=1.87) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_sampsize_flt5mkt2.png","N-EffN comparison, length comps, retained, Commercial_Discard","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_data_weighting_TA1.8_Commercial_Discard.png","Francis data weighting method TA1.8 Commercial_Discard <br> Suggested sample size adjustment (with 95% interval) for len data from Commercial_Discard:<br>0.9835 (0.7464-4.9255)","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_flt6mkt0.png","length comps, whole catch, Rec_Charter_Onboard_87-98","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_residsflt6mkt0.png","Pearson residuals, whole catch, Rec_Charter_Onboard_87-98 (max=3.33) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_sampsize_flt6mkt0.png","N-EffN comparison, length comps, whole catch, Rec_Charter_Onboard_87-98","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_data_weighting_TA1.8_Rec_Charter_Onboard_87-98.png","Francis data weighting method TA1.8 Rec_Charter_Onboard_87-98 <br> Suggested sample size adjustment (with 95% interval) for len data from Rec_Charter_Onboard_87-98:<br>1.1078 (0.6241-4.976)","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_flt8mkt0.png","length comps, whole catch, CCFRP_comps","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_residsflt8mkt0.png","Pearson residuals, whole catch, CCFRP_comps (max=4.3) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_sampsize_flt8mkt0.png","N-EffN comparison, length comps, whole catch, CCFRP_comps","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_data_weighting_TA1.8_CCFRP_comps.png","Francis data weighting method TA1.8 CCFRP_comps <br> Suggested sample size adjustment (with 95% interval) for len data from CCFRP_comps:<br>0.9835 (0.5371-10.8249)","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_mkt2_aggregated_across_time.png","length comps, retained, aggregated across time by fleet","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_mkt0_aggregated_across_time.png","length comps, whole catch, aggregated across time by fleet","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_sex1mkt2_multi-fleet_comparison.png","Note: this plot doesn't seem to be working right for some models.<br><br> Pearson residuals, sexes combined, retained, comparing across fleets <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_lenfit_sex1mkt0_multi-fleet_comparison.png","Note: this plot doesn't seem to be working right for some models.<br><br> Pearson residuals, sexes combined, whole catch, comparing across fleets <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_gstlenfit_flt3mkt2.png","ghost length comps, retained, Rec_Charter","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_gstlenfit_residsflt3mkt2.png","Pearson residuals, retained, Rec_Charter (max=NA) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_gstlenfit_flt4mkt2.png","ghost length comps, retained, Rec_Private","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_gstlenfit_residsflt4mkt2.png","Pearson residuals, retained, Rec_Private (max=NA) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_agefit_flt3mkt0.png","age comps, whole catch, Rec_Charter","AgeComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_agefit_residsflt3mkt0.png","Pearson residuals, whole catch, Rec_Charter (max=10.53) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","AgeComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_agefit_sampsize_flt3mkt0.png","N-EffN comparison, age comps, whole catch, Rec_Charter","AgeComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_agefit_data_weighting_TA1.8_Rec_Charter.png","Francis data weighting method TA1.8 Rec_Charter <br> Suggested sample size adjustment (with 95% interval) for age data from Rec_Charter:<br>4.8811 (2.7095-19.2353)","AgeComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_agefit_mkt0_aggregated_across_time.png","age comps, whole catch, aggregated across time by fleet","AgeComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_agefit_sex1mkt0_multi-fleet_comparison.png","Note: this plot doesn't seem to be working right for some models.<br><br> Pearson residuals, sexes combined, whole catch, comparing across fleets <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","AgeComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_gstagefit_flt3mkt0.png","ghost age comps, whole catch, Rec_Charter","AgeComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_gstagefit_residsflt3mkt0.png","Pearson residuals, whole catch, Rec_Charter (max=NA) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","AgeComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_gstagefit_flt9mkt0.png","ghost age comps, whole catch, Abrams_thesis_CAAL","AgeComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_gstagefit_residsflt9mkt0.png","Pearson residuals, whole catch, Abrams_thesis_CAAL (max=NA) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","AgeComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_condAALfit_residsflt9mkt0.png","Pearson residuals, whole catch, Abrams_thesis_CAAL (max=17.76)","A@LComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_condAALfit_data_weighting_TA1.8_condAgeAbrams_thesis_CAAL.png","Francis data weighting method TA1.8 for conditional age data Abrams_thesis_CAAL <br>For more info, see<br> <blockquote>Francis, R.I.C.C. (2011). Data weighting in statistical fisheries stock assessment models. <i>Can. J. Fish. Aquat. Sci.</i> 68: 1124-1138.</blockquote>","A@LComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//comp_condAALfit_Andre_plotsflt9mkt0.png","Conditional AAL plot, whole catch, Abrams_thesis_CAAL","A@LComp",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/yield1_yield_curve.png","Yield curve","Yield",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots/yield2_Hilborn_surplus_production.png","Surplus production plot. For interpretation, see<br> <blockquote>Walters, Hilborn, and  Christensen, 2008, Surplus production dynamics in declining and recovering fish populations. <i>Can. J. Fish. Aquat. Sci.</i> 65: 2536-2551.</blockquote>","Yield",2015-07-21 12:15:29
"C:/Assessment 2015/China rockfish/SS/China_South_BASE_FINAL/plots//data_plot.png","Data presence by year for each fleet","Data",2015-07-21 12:15:29
